year,cites_per_year,author
2003,76,Barychev Andrei
2004,43,Barychev Andrei
2005,96,Barychev Andrei
2006,75,Barychev Andrei
2007,129,Barychev Andrei
2008,145,Barychev Andrei
2009,153,Barychev Andrei
2010,211,Barychev Andrei
2011,156,Barychev Andrei
2012,262,Barychev Andrei
2013,192,Barychev Andrei
2014,248,Barychev Andrei
2015,241,Barychev Andrei
2016,305,Barychev Andrei
2017,310,Barychev Andrei
2018,394,Barychev Andrei
2019,347,Barychev Andrei
2020,327,Barychev Andrei
2021,293,Barychev Andrei
2022,339,Barychev Andrei
2023,125,Barychev Andrei
2003,48,Gómez Rivas Jaime
2004,80,Gómez Rivas Jaime
2005,155,Gómez Rivas Jaime
2006,147,Gómez Rivas Jaime
2007,197,Gómez Rivas Jaime
2008,228,Gómez Rivas Jaime
2009,327,Gómez Rivas Jaime
2010,400,Gómez Rivas Jaime
2011,539,Gómez Rivas Jaime
2012,621,Gómez Rivas Jaime
2013,697,Gómez Rivas Jaime
2014,813,Gómez Rivas Jaime
2015,820,Gómez Rivas Jaime
2016,939,Gómez Rivas Jaime
2017,901,Gómez Rivas Jaime
2018,972,Gómez Rivas Jaime
2019,1153,Gómez Rivas Jaime
2020,991,Gómez Rivas Jaime
2021,932,Gómez Rivas Jaime
2022,1073,Gómez Rivas Jaime
2023,570,Gómez Rivas Jaime
1995,260,POLMAN Albert
1996,419,POLMAN Albert
1997,417,POLMAN Albert
1998,479,POLMAN Albert
1999,474,POLMAN Albert
2000,499,POLMAN Albert
2001,571,POLMAN Albert
2002,575,POLMAN Albert
2003,763,POLMAN Albert
2004,845,POLMAN Albert
2005,1076,POLMAN Albert
2006,1259,POLMAN Albert
2007,1242,POLMAN Albert
2008,1252,POLMAN Albert
2009,1581,POLMAN Albert
2010,1948,POLMAN Albert
2011,2757,POLMAN Albert
2012,3335,POLMAN Albert
2013,3935,POLMAN Albert
2014,4027,POLMAN Albert
2015,4166,POLMAN Albert
2016,4130,POLMAN Albert
2017,3799,POLMAN Albert
2018,3624,POLMAN Albert
2019,3360,POLMAN Albert
2020,3053,POLMAN Albert
2021,2967,POLMAN Albert
2022,2563,POLMAN Albert
2023,1480,POLMAN Albert
2007,19,VERHAGEN Ewold
2008,30,VERHAGEN Ewold
2009,84,VERHAGEN Ewold
2010,177,VERHAGEN Ewold
2011,287,VERHAGEN Ewold
2012,396,VERHAGEN Ewold
2013,426,VERHAGEN Ewold
2014,380,VERHAGEN Ewold
2015,451,VERHAGEN Ewold
2016,401,VERHAGEN Ewold
2017,398,VERHAGEN Ewold
2018,446,VERHAGEN Ewold
2019,441,VERHAGEN Ewold
2020,443,VERHAGEN Ewold
2021,507,VERHAGEN Ewold
2022,562,VERHAGEN Ewold
2023,396,VERHAGEN Ewold
2005,20,NIEMANN Helge
2006,26,NIEMANN Helge
2007,73,NIEMANN Helge
2008,147,NIEMANN Helge
2009,212,NIEMANN Helge
2010,303,NIEMANN Helge
2011,274,NIEMANN Helge
2012,219,NIEMANN Helge
2013,246,NIEMANN Helge
2014,326,NIEMANN Helge
2015,446,NIEMANN Helge
2016,461,NIEMANN Helge
2017,392,NIEMANN Helge
2018,481,NIEMANN Helge
2019,523,NIEMANN Helge
2020,639,NIEMANN Helge
2021,649,NIEMANN Helge
2022,774,NIEMANN Helge
2023,493,NIEMANN Helge
1991,62,DEHANT Veronique
1992,42,DEHANT Veronique
1993,59,DEHANT Veronique
1994,59,DEHANT Veronique
1995,84,DEHANT Veronique
1996,66,DEHANT Veronique
1997,83,DEHANT Veronique
1998,84,DEHANT Veronique
1999,96,DEHANT Veronique
2000,174,DEHANT Veronique
2001,156,DEHANT Veronique
2002,163,DEHANT Veronique
2003,218,DEHANT Veronique
2004,166,DEHANT Veronique
2005,186,DEHANT Veronique
2006,154,DEHANT Veronique
2007,235,DEHANT Veronique
2008,197,DEHANT Veronique
2009,331,DEHANT Veronique
2010,310,DEHANT Veronique
2011,361,DEHANT Veronique
2012,433,DEHANT Veronique
2013,343,DEHANT Veronique
2014,339,DEHANT Veronique
2015,456,DEHANT Veronique
2016,412,DEHANT Veronique
2017,461,DEHANT Veronique
2018,484,DEHANT Veronique
2019,571,DEHANT Veronique
2020,695,DEHANT Veronique
2021,740,DEHANT Veronique
2022,764,DEHANT Veronique
2023,422,DEHANT Veronique
1991,62,Dehant Veronique
1992,42,Dehant Veronique
1993,59,Dehant Veronique
1994,59,Dehant Veronique
1995,84,Dehant Veronique
1996,66,Dehant Veronique
1997,83,Dehant Veronique
1998,84,Dehant Veronique
1999,96,Dehant Veronique
2000,174,Dehant Veronique
2001,156,Dehant Veronique
2002,163,Dehant Veronique
2003,218,Dehant Veronique
2004,166,Dehant Veronique
2005,186,Dehant Veronique
2006,154,Dehant Veronique
2007,235,Dehant Veronique
2008,197,Dehant Veronique
2009,331,Dehant Veronique
2010,310,Dehant Veronique
2011,361,Dehant Veronique
2012,433,Dehant Veronique
2013,343,Dehant Veronique
2014,339,Dehant Veronique
2015,456,Dehant Veronique
2016,412,Dehant Veronique
2017,461,Dehant Veronique
2018,484,Dehant Veronique
2019,571,Dehant Veronique
2020,695,Dehant Veronique
2021,740,Dehant Veronique
2022,764,Dehant Veronique
2023,422,Dehant Veronique
2005,466,Wilson Alan
2006,640,Wilson Alan
2007,692,Wilson Alan
2008,833,Wilson Alan
2009,1017,Wilson Alan
2010,1114,Wilson Alan
2011,1280,Wilson Alan
2012,1469,Wilson Alan
2013,1653,Wilson Alan
2014,1899,Wilson Alan
2015,2027,Wilson Alan
2016,2107,Wilson Alan
2017,2185,Wilson Alan
2018,2157,Wilson Alan
2019,2218,Wilson Alan
2020,2273,Wilson Alan
2021,2174,Wilson Alan
2022,2287,Wilson Alan
2023,1007,Wilson Alan
2001,38,HUTCHINSON John Richard
2002,69,HUTCHINSON John Richard
2003,55,HUTCHINSON John Richard
2004,58,HUTCHINSON John Richard
2005,51,HUTCHINSON John Richard
2006,113,HUTCHINSON John Richard
2007,128,HUTCHINSON John Richard
2008,122,HUTCHINSON John Richard
2009,203,HUTCHINSON John Richard
2010,222,HUTCHINSON John Richard
2011,288,HUTCHINSON John Richard
2012,353,HUTCHINSON John Richard
2013,419,HUTCHINSON John Richard
2014,530,HUTCHINSON John Richard
2015,499,HUTCHINSON John Richard
2016,598,HUTCHINSON John Richard
2017,758,HUTCHINSON John Richard
2018,939,HUTCHINSON John Richard
2019,972,HUTCHINSON John Richard
2020,1179,HUTCHINSON John Richard
2021,1536,HUTCHINSON John Richard
2022,1273,HUTCHINSON John Richard
2023,783,HUTCHINSON John Richard
2005,466,Wilson Alan
2006,640,Wilson Alan
2007,692,Wilson Alan
2008,833,Wilson Alan
2009,1017,Wilson Alan
2010,1114,Wilson Alan
2011,1280,Wilson Alan
2012,1469,Wilson Alan
2013,1653,Wilson Alan
2014,1899,Wilson Alan
2015,2027,Wilson Alan
2016,2107,Wilson Alan
2017,2185,Wilson Alan
2018,2157,Wilson Alan
2019,2218,Wilson Alan
2020,2273,Wilson Alan
2021,2174,Wilson Alan
2022,2287,Wilson Alan
2023,1007,Wilson Alan
2007,61,CAMPANELLA Michelangelo
2008,198,CAMPANELLA Michelangelo
2009,311,CAMPANELLA Michelangelo
2010,425,CAMPANELLA Michelangelo
2011,494,CAMPANELLA Michelangelo
2012,672,CAMPANELLA Michelangelo
2013,892,CAMPANELLA Michelangelo
2014,1126,CAMPANELLA Michelangelo
2015,1404,CAMPANELLA Michelangelo
2016,1653,CAMPANELLA Michelangelo
2017,1772,CAMPANELLA Michelangelo
2018,2012,CAMPANELLA Michelangelo
2019,2261,CAMPANELLA Michelangelo
2020,2637,CAMPANELLA Michelangelo
2021,3136,CAMPANELLA Michelangelo
2022,2886,CAMPANELLA Michelangelo
2023,1645,CAMPANELLA Michelangelo
1984,44,Richards Christopher
1985,65,Richards Christopher
1986,136,Richards Christopher
1987,145,Richards Christopher
1988,169,Richards Christopher
1989,131,Richards Christopher
1990,150,Richards Christopher
1991,174,Richards Christopher
1992,200,Richards Christopher
1993,190,Richards Christopher
1994,227,Richards Christopher
1995,310,Richards Christopher
1996,208,Richards Christopher
1997,234,Richards Christopher
1998,310,Richards Christopher
1999,260,Richards Christopher
2000,274,Richards Christopher
2001,307,Richards Christopher
2002,431,Richards Christopher
2003,445,Richards Christopher
2004,422,Richards Christopher
2005,418,Richards Christopher
2006,462,Richards Christopher
2007,391,Richards Christopher
2008,383,Richards Christopher
2009,389,Richards Christopher
2010,439,Richards Christopher
2011,435,Richards Christopher
2012,504,Richards Christopher
2013,510,Richards Christopher
2014,477,Richards Christopher
2015,464,Richards Christopher
2016,471,Richards Christopher
2017,377,Richards Christopher
2018,389,Richards Christopher
2019,456,Richards Christopher
2020,626,Richards Christopher
2021,631,Richards Christopher
2022,479,Richards Christopher
2023,267,Richards Christopher
2002,71,TOLIC Iva
2003,103,TOLIC Iva
2004,104,TOLIC Iva
2005,139,TOLIC Iva
2006,217,TOLIC Iva
2007,214,TOLIC Iva
2008,283,TOLIC Iva
2009,308,TOLIC Iva
2010,370,TOLIC Iva
2011,341,TOLIC Iva
2012,356,TOLIC Iva
2013,375,TOLIC Iva
2014,480,TOLIC Iva
2015,422,TOLIC Iva
2016,484,TOLIC Iva
2017,570,TOLIC Iva
2018,545,TOLIC Iva
2019,578,TOLIC Iva
2020,509,TOLIC Iva
2021,627,TOLIC Iva
2022,605,TOLIC Iva
2023,313,TOLIC Iva
2012,16,RODRIGUEZ-BELTRAN Jerónimo
2013,39,RODRIGUEZ-BELTRAN Jerónimo
2014,72,RODRIGUEZ-BELTRAN Jerónimo
2015,76,RODRIGUEZ-BELTRAN Jerónimo
2016,83,RODRIGUEZ-BELTRAN Jerónimo
2017,111,RODRIGUEZ-BELTRAN Jerónimo
2018,124,RODRIGUEZ-BELTRAN Jerónimo
2019,141,RODRIGUEZ-BELTRAN Jerónimo
2020,160,RODRIGUEZ-BELTRAN Jerónimo
2021,280,RODRIGUEZ-BELTRAN Jerónimo
2022,404,RODRIGUEZ-BELTRAN Jerónimo
2023,247,RODRIGUEZ-BELTRAN Jerónimo
2002,37,CASSIOLI Dajana
2003,105,CASSIOLI Dajana
2004,177,CASSIOLI Dajana
2005,353,CASSIOLI Dajana
2006,431,CASSIOLI Dajana
2007,375,CASSIOLI Dajana
2008,434,CASSIOLI Dajana
2009,442,CASSIOLI Dajana
2010,395,CASSIOLI Dajana
2011,367,CASSIOLI Dajana
2012,308,CASSIOLI Dajana
2013,310,CASSIOLI Dajana
2014,249,CASSIOLI Dajana
2015,220,CASSIOLI Dajana
2016,224,CASSIOLI Dajana
2017,237,CASSIOLI Dajana
2018,218,CASSIOLI Dajana
2019,196,CASSIOLI Dajana
2020,175,CASSIOLI Dajana
2021,194,CASSIOLI Dajana
2022,174,CASSIOLI Dajana
2023,74,CASSIOLI Dajana
2007,179,Debbah Mérouane
2008,261,Debbah Mérouane
2009,471,Debbah Mérouane
2010,690,Debbah Mérouane
2011,1026,Debbah Mérouane
2012,1171,Debbah Mérouane
2013,1481,Debbah Mérouane
2014,2122,Debbah Mérouane
2015,2608,Debbah Mérouane
2016,3398,Debbah Mérouane
2017,4074,Debbah Mérouane
2018,4587,Debbah Mérouane
2019,5893,Debbah Mérouane
2020,7454,Debbah Mérouane
2021,9087,Debbah Mérouane
2022,9780,Debbah Mérouane
2023,5204,Debbah Mérouane
1994,41,RETTIG Jens
1995,118,RETTIG Jens
1996,196,RETTIG Jens
1997,229,RETTIG Jens
1998,270,RETTIG Jens
1999,319,RETTIG Jens
2000,270,RETTIG Jens
2001,341,RETTIG Jens
2002,369,RETTIG Jens
2003,473,RETTIG Jens
2004,428,RETTIG Jens
2005,525,RETTIG Jens
2006,564,RETTIG Jens
2007,564,RETTIG Jens
2008,643,RETTIG Jens
2009,422,RETTIG Jens
2010,459,RETTIG Jens
2011,436,RETTIG Jens
2012,494,RETTIG Jens
2013,538,RETTIG Jens
2014,478,RETTIG Jens
2015,478,RETTIG Jens
2016,497,RETTIG Jens
2017,502,RETTIG Jens
2018,470,RETTIG Jens
2019,459,RETTIG Jens
2020,407,RETTIG Jens
2021,465,RETTIG Jens
2022,495,RETTIG Jens
2023,254,RETTIG Jens
2002,80,Zeller Andreas
2003,105,Zeller Andreas
2004,187,Zeller Andreas
2005,371,Zeller Andreas
2006,430,Zeller Andreas
2007,539,Zeller Andreas
2008,592,Zeller Andreas
2009,764,Zeller Andreas
2010,958,Zeller Andreas
2011,1061,Zeller Andreas
2012,1146,Zeller Andreas
2013,1415,Zeller Andreas
2014,1480,Zeller Andreas
2015,1597,Zeller Andreas
2016,1601,Zeller Andreas
2017,1537,Zeller Andreas
2018,1745,Zeller Andreas
2019,1653,Zeller Andreas
2020,1565,Zeller Andreas
2021,1666,Zeller Andreas
2022,1504,Zeller Andreas
2023,871,Zeller Andreas
2006,66,APEL Sven
2007,171,APEL Sven
2008,288,APEL Sven
2009,554,APEL Sven
2010,572,APEL Sven
2011,685,APEL Sven
2012,834,APEL Sven
2013,970,APEL Sven
2014,1056,APEL Sven
2015,923,APEL Sven
2016,1209,APEL Sven
2017,1439,APEL Sven
2018,1345,APEL Sven
2019,1490,APEL Sven
2020,1348,APEL Sven
2021,1457,APEL Sven
2022,1426,APEL Sven
2023,771,APEL Sven
2003,197,Backes Michael
2004,320,Backes Michael
2005,343,Backes Michael
2006,493,Backes Michael
2007,347,Backes Michael
2008,400,Backes Michael
2009,520,Backes Michael
2010,470,Backes Michael
2011,700,Backes Michael
2012,677,Backes Michael
2013,852,Backes Michael
2014,832,Backes Michael
2015,831,Backes Michael
2016,872,Backes Michael
2017,1109,Backes Michael
2018,1481,Backes Michael
2019,1718,Backes Michael
2020,1939,Backes Michael
2021,2551,Backes Michael
2022,2952,Backes Michael
2023,1743,Backes Michael
2009,22,STEIMLE Jürgen
2010,41,STEIMLE Jürgen
2011,64,STEIMLE Jürgen
2012,86,STEIMLE Jürgen
2013,108,STEIMLE Jürgen
2014,191,STEIMLE Jürgen
2015,251,STEIMLE Jürgen
2016,300,STEIMLE Jürgen
2017,347,STEIMLE Jürgen
2018,407,STEIMLE Jürgen
2019,510,STEIMLE Jürgen
2020,553,STEIMLE Jürgen
2021,664,STEIMLE Jürgen
2022,626,STEIMLE Jürgen
2023,427,STEIMLE Jürgen
2007,23,Demberg Vera
2008,34,Demberg Vera
2009,43,Demberg Vera
2010,73,Demberg Vera
2011,79,Demberg Vera
2012,69,Demberg Vera
2013,108,Demberg Vera
2014,79,Demberg Vera
2015,137,Demberg Vera
2016,184,Demberg Vera
2017,226,Demberg Vera
2018,270,Demberg Vera
2019,309,Demberg Vera
2020,375,Demberg Vera
2021,516,Demberg Vera
2022,581,Demberg Vera
2023,514,Demberg Vera
2003,197,Backes Michael
2004,320,Backes Michael
2005,343,Backes Michael
2006,493,Backes Michael
2007,347,Backes Michael
2008,400,Backes Michael
2009,520,Backes Michael
2010,470,Backes Michael
2011,700,Backes Michael
2012,677,Backes Michael
2013,852,Backes Michael
2014,832,Backes Michael
2015,831,Backes Michael
2016,872,Backes Michael
2017,1109,Backes Michael
2018,1481,Backes Michael
2019,1718,Backes Michael
2020,1939,Backes Michael
2021,2551,Backes Michael
2022,2952,Backes Michael
2023,1743,Backes Michael
1997,116,WEICKERT Joachim
1998,89,WEICKERT Joachim
1999,195,WEICKERT Joachim
2000,318,WEICKERT Joachim
2001,372,WEICKERT Joachim
2002,482,WEICKERT Joachim
2003,580,WEICKERT Joachim
2004,706,WEICKERT Joachim
2005,1006,WEICKERT Joachim
2006,1291,WEICKERT Joachim
2007,1538,WEICKERT Joachim
2008,1592,WEICKERT Joachim
2009,1665,WEICKERT Joachim
2010,1510,WEICKERT Joachim
2011,1937,WEICKERT Joachim
2012,1969,WEICKERT Joachim
2013,1951,WEICKERT Joachim
2014,1812,WEICKERT Joachim
2015,1860,WEICKERT Joachim
2016,1899,WEICKERT Joachim
2017,1551,WEICKERT Joachim
2018,1460,WEICKERT Joachim
2019,1350,WEICKERT Joachim
2020,1101,WEICKERT Joachim
2021,1210,WEICKERT Joachim
2022,1091,WEICKERT Joachim
2023,638,WEICKERT Joachim
2009,22,STEIMLE Jürgen
2010,41,STEIMLE Jürgen
2011,64,STEIMLE Jürgen
2012,86,STEIMLE Jürgen
2013,108,STEIMLE Jürgen
2014,191,STEIMLE Jürgen
2015,251,STEIMLE Jürgen
2016,300,STEIMLE Jürgen
2017,347,STEIMLE Jürgen
2018,407,STEIMLE Jürgen
2019,510,STEIMLE Jürgen
2020,553,STEIMLE Jürgen
2021,664,STEIMLE Jürgen
2022,626,STEIMLE Jürgen
2023,427,STEIMLE Jürgen
1995,44,Hermanns Holger
1996,37,Hermanns Holger
1997,32,Hermanns Holger
1998,76,Hermanns Holger
1999,86,Hermanns Holger
2000,154,Hermanns Holger
2001,133,Hermanns Holger
2002,282,Hermanns Holger
2003,322,Hermanns Holger
2004,365,Hermanns Holger
2005,355,Hermanns Holger
2006,426,Hermanns Holger
2007,469,Hermanns Holger
2008,488,Hermanns Holger
2009,561,Hermanns Holger
2010,632,Hermanns Holger
2011,641,Hermanns Holger
2012,721,Hermanns Holger
2013,685,Hermanns Holger
2014,772,Hermanns Holger
2015,788,Hermanns Holger
2016,720,Hermanns Holger
2017,696,Hermanns Holger
2018,647,Hermanns Holger
2019,583,Hermanns Holger
2020,540,Hermanns Holger
2021,600,Hermanns Holger
2022,703,Hermanns Holger
2023,317,Hermanns Holger
1998,60,Ernst Robert
1999,72,Ernst Robert
2000,102,Ernst Robert
2001,143,Ernst Robert
2002,149,Ernst Robert
2003,221,Ernst Robert
2004,224,Ernst Robert
2005,365,Ernst Robert
2006,427,Ernst Robert
2007,437,Ernst Robert
2008,564,Ernst Robert
2009,597,Ernst Robert
2010,624,Ernst Robert
2011,627,Ernst Robert
2012,721,Ernst Robert
2013,763,Ernst Robert
2014,924,Ernst Robert
2015,1022,Ernst Robert
2016,1041,Ernst Robert
2017,1061,Ernst Robert
2018,1240,Ernst Robert
2019,1259,Ernst Robert
2020,1402,Ernst Robert
2021,1574,Ernst Robert
2022,1568,Ernst Robert
2023,935,Ernst Robert
2008,7,MESSLING Markus
2009,8,MESSLING Markus
2010,5,MESSLING Markus
2011,13,MESSLING Markus
2012,30,MESSLING Markus
2013,7,MESSLING Markus
2014,22,MESSLING Markus
2015,34,MESSLING Markus
2016,57,MESSLING Markus
2017,27,MESSLING Markus
2018,22,MESSLING Markus
2019,21,MESSLING Markus
2020,51,MESSLING Markus
2021,27,MESSLING Markus
2022,37,MESSLING Markus
2023,36,MESSLING Markus
1991,42,Speicher Roland
1992,26,Speicher Roland
1993,33,Speicher Roland
1994,57,Speicher Roland
1995,65,Speicher Roland
1996,65,Speicher Roland
1997,81,Speicher Roland
1998,147,Speicher Roland
1999,108,Speicher Roland
2000,149,Speicher Roland
2001,172,Speicher Roland
2002,166,Speicher Roland
2003,159,Speicher Roland
2004,215,Speicher Roland
2005,191,Speicher Roland
2006,182,Speicher Roland
2007,214,Speicher Roland
2008,270,Speicher Roland
2009,257,Speicher Roland
2010,326,Speicher Roland
2011,375,Speicher Roland
2012,392,Speicher Roland
2013,367,Speicher Roland
2014,310,Speicher Roland
2015,425,Speicher Roland
2016,427,Speicher Roland
2017,576,Speicher Roland
2018,523,Speicher Roland
2019,565,Speicher Roland
2020,538,Speicher Roland
2021,602,Speicher Roland
2022,707,Speicher Roland
2023,474,Speicher Roland
2005,45,Hein Matthias
2006,63,Hein Matthias
2007,78,Hein Matthias
2008,108,Hein Matthias
2009,158,Hein Matthias
2010,151,Hein Matthias
2011,174,Hein Matthias
2012,231,Hein Matthias
2013,282,Hein Matthias
2014,265,Hein Matthias
2015,356,Hein Matthias
2016,492,Hein Matthias
2017,560,Hein Matthias
2018,899,Hein Matthias
2019,1102,Hein Matthias
2020,1544,Hein Matthias
2021,2247,Hein Matthias
2022,2926,Hein Matthias
2023,1812,Hein Matthias
1995,44,Hermanns Holger
1996,37,Hermanns Holger
1997,32,Hermanns Holger
1998,76,Hermanns Holger
1999,86,Hermanns Holger
2000,154,Hermanns Holger
2001,133,Hermanns Holger
2002,282,Hermanns Holger
2003,322,Hermanns Holger
2004,365,Hermanns Holger
2005,355,Hermanns Holger
2006,426,Hermanns Holger
2007,469,Hermanns Holger
2008,488,Hermanns Holger
2009,561,Hermanns Holger
2010,632,Hermanns Holger
2011,641,Hermanns Holger
2012,721,Hermanns Holger
2013,685,Hermanns Holger
2014,772,Hermanns Holger
2015,788,Hermanns Holger
2016,720,Hermanns Holger
2017,696,Hermanns Holger
2018,647,Hermanns Holger
2019,583,Hermanns Holger
2020,540,Hermanns Holger
2021,600,Hermanns Holger
2022,703,Hermanns Holger
2023,317,Hermanns Holger
2014,42,Munz Dominik
2015,78,Munz Dominik
2016,67,Munz Dominik
2017,134,Munz Dominik
2018,165,Munz Dominik
2019,216,Munz Dominik
2020,215,Munz Dominik
2021,342,Munz Dominik
2022,407,Munz Dominik
2023,247,Munz Dominik
2006,11,REINEKE Jan
2007,19,REINEKE Jan
2008,52,REINEKE Jan
2009,66,REINEKE Jan
2010,124,REINEKE Jan
2011,151,REINEKE Jan
2012,191,REINEKE Jan
2013,259,REINEKE Jan
2014,356,REINEKE Jan
2015,357,REINEKE Jan
2016,384,REINEKE Jan
2017,296,REINEKE Jan
2018,338,REINEKE Jan
2019,352,REINEKE Jan
2020,396,REINEKE Jan
2021,356,REINEKE Jan
2022,375,REINEKE Jan
2023,168,REINEKE Jan
2002,80,Zeller Andreas
2003,105,Zeller Andreas
2004,187,Zeller Andreas
2005,371,Zeller Andreas
2006,430,Zeller Andreas
2007,539,Zeller Andreas
2008,592,Zeller Andreas
2009,764,Zeller Andreas
2010,958,Zeller Andreas
2011,1061,Zeller Andreas
2012,1146,Zeller Andreas
2013,1415,Zeller Andreas
2014,1480,Zeller Andreas
2015,1597,Zeller Andreas
2016,1601,Zeller Andreas
2017,1537,Zeller Andreas
2018,1745,Zeller Andreas
2019,1653,Zeller Andreas
2020,1565,Zeller Andreas
2021,1666,Zeller Andreas
2022,1504,Zeller Andreas
2023,871,Zeller Andreas
2009,19,BRINGMANN Karl
2010,42,BRINGMANN Karl
2011,54,BRINGMANN Karl
2012,57,BRINGMANN Karl
2013,104,BRINGMANN Karl
2014,128,BRINGMANN Karl
2015,213,BRINGMANN Karl
2016,200,BRINGMANN Karl
2017,230,BRINGMANN Karl
2018,303,BRINGMANN Karl
2019,386,BRINGMANN Karl
2020,394,BRINGMANN Karl
2021,491,BRINGMANN Karl
2022,496,BRINGMANN Karl
2023,317,BRINGMANN Karl
1993,330,Jones Jonathan
1994,395,Jones Jonathan
1995,488,Jones Jonathan
1996,691,Jones Jonathan
1997,867,Jones Jonathan
1998,1267,Jones Jonathan
1999,1433,Jones Jonathan
2000,1607,Jones Jonathan
2001,2101,Jones Jonathan
2002,2668,Jones Jonathan
2003,2897,Jones Jonathan
2004,3239,Jones Jonathan
2005,2922,Jones Jonathan
2006,3109,Jones Jonathan
2007,3606,Jones Jonathan
2008,3589,Jones Jonathan
2009,4408,Jones Jonathan
2010,4383,Jones Jonathan
2011,4917,Jones Jonathan
2012,5600,Jones Jonathan
2013,5734,Jones Jonathan
2014,6111,Jones Jonathan
2015,5936,Jones Jonathan
2016,6533,Jones Jonathan
2017,6245,Jones Jonathan
2018,6194,Jones Jonathan
2019,6911,Jones Jonathan
2020,7482,Jones Jonathan
2021,8091,Jones Jonathan
2022,7805,Jones Jonathan
2023,4275,Jones Jonathan
2001,155,KAMOUN Sophien
2002,199,KAMOUN Sophien
2003,299,KAMOUN Sophien
2004,354,KAMOUN Sophien
2005,413,KAMOUN Sophien
2006,624,KAMOUN Sophien
2007,741,KAMOUN Sophien
2008,943,KAMOUN Sophien
2009,1402,KAMOUN Sophien
2010,1334,KAMOUN Sophien
2011,1892,KAMOUN Sophien
2012,2119,KAMOUN Sophien
2013,2121,KAMOUN Sophien
2014,2883,KAMOUN Sophien
2015,2941,KAMOUN Sophien
2016,3562,KAMOUN Sophien
2017,3518,KAMOUN Sophien
2018,3830,KAMOUN Sophien
2019,4091,KAMOUN Sophien
2020,4266,KAMOUN Sophien
2021,4778,KAMOUN Sophien
2022,4450,KAMOUN Sophien
2023,2654,KAMOUN Sophien
1993,330,Jones Jonathan
1994,395,Jones Jonathan
1995,488,Jones Jonathan
1996,691,Jones Jonathan
1997,867,Jones Jonathan
1998,1267,Jones Jonathan
1999,1433,Jones Jonathan
2000,1607,Jones Jonathan
2001,2101,Jones Jonathan
2002,2668,Jones Jonathan
2003,2897,Jones Jonathan
2004,3239,Jones Jonathan
2005,2922,Jones Jonathan
2006,3109,Jones Jonathan
2007,3606,Jones Jonathan
2008,3589,Jones Jonathan
2009,4408,Jones Jonathan
2010,4383,Jones Jonathan
2011,4917,Jones Jonathan
2012,5600,Jones Jonathan
2013,5734,Jones Jonathan
2014,6111,Jones Jonathan
2015,5936,Jones Jonathan
2016,6533,Jones Jonathan
2017,6245,Jones Jonathan
2018,6194,Jones Jonathan
2019,6911,Jones Jonathan
2020,7482,Jones Jonathan
2021,8091,Jones Jonathan
2022,7805,Jones Jonathan
2023,4275,Jones Jonathan
2001,155,Kamoun Sophien
2002,199,Kamoun Sophien
2003,299,Kamoun Sophien
2004,354,Kamoun Sophien
2005,413,Kamoun Sophien
2006,624,Kamoun Sophien
2007,741,Kamoun Sophien
2008,943,Kamoun Sophien
2009,1402,Kamoun Sophien
2010,1334,Kamoun Sophien
2011,1892,Kamoun Sophien
2012,2119,Kamoun Sophien
2013,2121,Kamoun Sophien
2014,2883,Kamoun Sophien
2015,2941,Kamoun Sophien
2016,3562,Kamoun Sophien
2017,3518,Kamoun Sophien
2018,3830,Kamoun Sophien
2019,4091,Kamoun Sophien
2020,4266,Kamoun Sophien
2021,4778,Kamoun Sophien
2022,4450,Kamoun Sophien
2023,2654,Kamoun Sophien
2006,218,Zipfel Cyril
2007,308,Zipfel Cyril
2008,433,Zipfel Cyril
2009,624,Zipfel Cyril
2010,737,Zipfel Cyril
2011,952,Zipfel Cyril
2012,1120,Zipfel Cyril
2013,1306,Zipfel Cyril
2014,1868,Zipfel Cyril
2015,1883,Zipfel Cyril
2016,2296,Zipfel Cyril
2017,2337,Zipfel Cyril
2018,2711,Zipfel Cyril
2019,3096,Zipfel Cyril
2020,3313,Zipfel Cyril
2021,3512,Zipfel Cyril
2022,3725,Zipfel Cyril
2023,2079,Zipfel Cyril
2001,44,Macaluso Emiliano
2002,84,Macaluso Emiliano
2003,73,Macaluso Emiliano
2004,177,Macaluso Emiliano
2005,204,Macaluso Emiliano
2006,203,Macaluso Emiliano
2007,287,Macaluso Emiliano
2008,282,Macaluso Emiliano
2009,334,Macaluso Emiliano
2010,452,Macaluso Emiliano
2011,459,Macaluso Emiliano
2012,538,Macaluso Emiliano
2013,592,Macaluso Emiliano
2014,697,Macaluso Emiliano
2015,706,Macaluso Emiliano
2016,587,Macaluso Emiliano
2017,598,Macaluso Emiliano
2018,706,Macaluso Emiliano
2019,709,Macaluso Emiliano
2020,688,Macaluso Emiliano
2021,658,Macaluso Emiliano
2022,556,Macaluso Emiliano
2023,355,Macaluso Emiliano
2003,28,IANNACONE Matteo
2004,39,IANNACONE Matteo
2005,65,IANNACONE Matteo
2006,69,IANNACONE Matteo
2007,122,IANNACONE Matteo
2008,150,IANNACONE Matteo
2009,190,IANNACONE Matteo
2010,221,IANNACONE Matteo
2011,198,IANNACONE Matteo
2012,320,IANNACONE Matteo
2013,368,IANNACONE Matteo
2014,448,IANNACONE Matteo
2015,589,IANNACONE Matteo
2016,576,IANNACONE Matteo
2017,549,IANNACONE Matteo
2018,796,IANNACONE Matteo
